,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
796,Bad,64,237,13,88,7,3,3,70.0,18,4,6,10,0,70,-7,0,0,34,88,1,1,0,67
797,Bad,74,211,8,74,40,1,1,95.0,47,4,4,45,9,60,8,0,0,15,109,1,9,0,83
798,Good,81,-8,4,106,17,0,0,94.0,79,6,6,18,1,28,-7,4,4,2,-8,3,2,0,50
799,Bad,77,126,8,61,25,0,0,92.0,42,7,8,25,4,12,7,0,0,9,100,7,2,0,63
800,Bad,73,254,5,97,22,1,0,96.0,45,7,8,23,2,39,0,2,2,54,32,4,3,2,78
801,Bad,87,137,4,79,28,0,0,100.0,-7,7,8,32,1,56,0,2,2,11,14,1,3,0,57
802,Bad,81,159,3,48,22,0,0,,-7,6,2,22,4,32,0,2,1,26,85,5,3,2,69
803,Good,75,301,32,166,9,2,1,62.0,20,7,8,13,0,46,0,2,2,0,-8,0,-8,0,0
804,Bad,80,290,5,82,14,0,0,87.0,17,6,6,15,2,60,0,0,0,16,44,3,4,0,78
805,Bad,75,171,2,68,20,0,0,100.0,-7,6,8,21,1,33,0,1,1,21,69,3,2,1,71
806,Good,85,197,4,81,26,0,0,100.0,-7,6,8,26,3,19,-7,3,3,4,6,2,2,0,29
807,Bad,77,88,5,40,12,0,0,92.0,15,7,8,12,4,42,-7,0,0,0,76,2,3,0,56
808,Good,54,140,18,61,7,6,5,50.0,5,6,6,13,0,63,0,0,0,96,73,3,2,1,100
809,Bad,90,234,6,128,32,0,0,,-7,4,6,32,2,38,-7,0,0,1,78,2,2,0,57
810,Bad,71,218,22,75,22,1,0,96.0,27,7,8,24,0,39,1,2,2,3,23,4,1,1,56
811,Good,71,114,12,66,39,0,0,96.0,1,7,8,46,0,41,0,0,0,17,81,6,7,1,50
812,Good,58,120,3,69,11,1,1,91.0,-8,2,4,29,2,45,-7,6,6,92,86,5,3,1,100
813,Good,68,130,7,64,31,3,3,82.0,16,7,8,34,3,21,0,4,3,14,2,5,3,0,44
815,Good,65,330,13,97,37,1,0,86.0,12,7,8,43,0,53,0,0,0,61,60,9,2,3,79
817,Good,73,123,4,65,24,0,0,,-7,6,5,24,1,38,0,1,1,68,80,3,7,1,71
818,Bad,76,107,2,54,10,0,0,82.0,11,4,3,11,1,27,0,3,3,12,3,3,2,0,71
819,Bad,58,214,20,122,6,3,2,54.0,2,6,2,13,0,62,-7,0,0,11,60,3,2,0,83
820,Good,74,167,4,63,17,0,0,94.0,31,7,8,17,2,41,0,2,2,38,91,4,3,2,78
821,Bad,84,245,10,113,16,0,0,94.0,17,7,8,17,1,12,-7,0,0,6,-8,2,-8,0,40
822,Good,87,213,5,90,15,0,0,,-7,6,6,15,2,27,0,1,1,3,-8,4,1,0,56
823,Bad,78,188,3,72,20,1,1,96.0,45,6,5,24,7,43,0,2,2,1,91,1,5,0,43
824,Good,66,143,4,75,10,1,1,100.0,-7,7,8,10,1,30,-7,2,2,95,-8,2,-8,1,100
825,Bad,63,45,5,28,16,0,0,,-7,5,5,16,2,19,0,10,10,47,-8,6,-8,2,75
826,Bad,62,152,10,79,18,5,1,72.0,20,6,6,25,1,28,0,1,1,81,80,5,2,3,78
827,Good,69,72,3,48,14,1,0,87.0,20,7,8,15,2,7,-7,1,1,29,-8,5,1,0,58
828,Bad,64,111,5,50,14,2,2,81.0,39,7,8,16,1,31,1,7,7,43,69,4,2,0,100
829,Good,83,127,4,60,18,0,0,,-7,4,6,18,5,44,3,1,1,8,81,1,3,-8,83
830,Good,69,111,8,58,18,0,0,,-7,4,6,22,3,36,8,0,0,86,-8,5,1,3,100
831,Good,57,148,3,55,43,0,0,86.0,4,6,6,43,5,47,7,0,0,48,84,9,4,0,81
832,Good,73,131,4,63,19,1,0,85.0,20,6,6,26,2,62,-7,1,1,25,17,1,4,-8,100
833,Bad,76,94,2,49,25,0,0,,-7,0,6,30,5,33,-7,4,4,20,81,2,4,0,40
834,Bad,86,188,19,92,25,0,0,,-7,4,6,15,0,19,0,1,1,0,58,1,3,1,38
835,Bad,76,257,18,100,4,0,0,100.0,-7,0,8,4,0,25,0,0,0,80,-8,3,1,1,100
836,Good,85,309,3,93,44,0,0,100.0,-7,7,8,47,2,38,3,5,5,10,4,5,3,0,57
837,Bad,61,61,4,25,23,0,0,96.0,10,4,6,23,5,52,3,3,3,30,87,6,6,0,100
838,Good,79,243,5,84,29,1,1,81.0,6,7,8,39,1,35,0,1,1,0,-8,3,2,1,50
839,Bad,73,71,7,41,18,0,0,100.0,-7,7,8,18,2,56,-7,1,0,38,86,3,3,1,75
840,Bad,65,56,3,21,7,0,0,86.0,38,6,3,7,3,43,0,3,3,23,98,3,1,1,80
841,Good,73,422,2,62,42,0,0,98.0,11,6,3,43,8,23,0,4,4,12,-8,4,2,0,44
842,Good,58,150,16,72,18,2,0,55.0,4,6,6,22,0,45,0,1,1,79,38,7,3,0,91
844,Good,72,151,7,60,30,1,0,97.0,36,6,6,34,4,27,6,0,0,16,78,3,6,1,45
845,Bad,70,197,16,97,30,0,0,91.0,19,6,5,32,0,22,-7,4,4,44,-8,8,1,4,63
846,Good,75,243,19,119,58,0,0,100.0,-7,7,8,50,0,39,0,4,4,73,-8,10,2,6,70
847,Bad,57,138,18,66,11,2,1,71.0,23,7,8,14,0,36,0,0,0,41,-8,4,1,0,71
848,Good,81,216,0,84,25,0,0,,-7,6,4,35,1,35,1,1,1,0,-8,1,4,0,38
849,Bad,60,73,8,74,10,0,0,50.0,7,5,6,10,1,30,8,0,0,36,-8,2,-8,1,29
850,Good,54,235,7,79,25,1,0,79.0,2,7,8,29,2,14,6,0,0,48,62,5,3,3,67
851,Good,67,257,17,111,16,1,0,68.0,5,7,8,19,0,37,-7,1,0,17,56,4,2,0,60
852,Bad,73,163,13,85,27,0,0,97.0,52,6,6,29,0,41,-8,0,0,34,39,4,2,2,60
853,Bad,88,530,5,182,17,0,0,,-7,4,5,17,2,24,0,0,0,3,81,5,2,0,64
854,Good,72,255,13,60,31,0,0,100.0,-7,7,8,32,0,22,13,0,0,85,14,9,2,9,79
855,Bad,65,184,3,35,8,0,0,,-7,6,5,8,3,75,-7,1,1,103,89,1,4,1,100
856,Bad,63,112,5,42,3,1,1,,-7,4,6,3,2,100,0,2,2,-8,81,-8,2,-8,100
857,Bad,78,181,16,48,16,0,0,94.0,52,6,6,8,0,13,0,1,1,13,-8,3,1,0,40
858,Good,78,111,1,58,19,0,0,,-7,6,2,22,3,32,0,3,3,11,29,4,2,1,75
859,Good,81,243,1,89,41,0,0,,-7,6,6,44,9,27,0,7,6,1,39,7,4,0,50
860,Bad,72,285,1,76,52,0,0,96.0,19,6,5,53,7,13,0,3,3,13,58,4,3,1,25
861,Bad,66,313,10,146,11,16,16,82.0,62,7,8,12,1,45,0,3,3,6,95,1,1,0,67
862,Good,66,202,9,82,23,2,2,96.0,0,7,8,26,1,17,0,0,0,33,70,7,3,0,63
863,Good,51,162,35,73,4,1,1,50.0,1,4,6,6,0,33,0,0,0,43,11,1,1,0,50
864,Good,78,311,4,134,17,1,1,89.0,77,3,3,20,1,11,-7,1,1,1,-8,3,-8,0,56
865,Bad,78,150,6,63,37,0,0,,-7,6,6,40,1,18,0,0,0,3,63,2,2,0,50
866,Good,72,172,2,76,23,1,1,96.0,12,6,6,25,4,36,0,3,3,22,-8,3,3,1,46
867,Bad,91,-8,7,97,19,0,0,100.0,-7,7,8,0,1,47,-7,1,1,0,-8,2,1,0,75
868,Good,63,284,1,92,40,0,0,93.0,2,6,3,29,1,12,-8,0,0,45,69,7,3,3,59
869,Bad,68,264,5,72,54,2,2,96.0,30,6,8,53,8,46,-7,1,1,18,83,4,7,1,50
870,Bad,65,75,1,36,9,2,2,75.0,38,7,8,12,2,58,4,1,1,33,46,2,3,1,100
871,Good,81,229,7,82,32,0,0,,-7,6,4,32,2,25,11,0,0,9,54,10,3,0,65
872,Bad,66,-8,3,45,21,3,1,88.0,41,6,5,25,4,40,-7,1,1,8,54,1,4,0,50
873,Good,80,93,5,45,6,0,0,,-7,6,2,6,2,50,-7,9,7,7,83,1,1,0,67
874,Good,67,112,3,74,4,1,0,80.0,30,7,8,5,1,100,-7,5,5,-8,-8,-8,1,-8,100
875,Bad,78,149,5,57,22,0,0,100.0,-7,7,8,22,3,27,0,1,1,16,96,4,3,0,73
876,Bad,54,68,7,23,5,0,0,83.0,3,4,6,6,3,33,0,0,0,66,81,3,2,1,83
877,Bad,83,229,3,71,14,0,0,,-7,6,5,14,2,43,0,3,3,0,95,1,4,0,71
879,Bad,62,157,4,67,24,1,1,96.0,10,7,8,25,4,60,-7,4,3,59,62,4,4,2,73
880,Good,58,91,4,41,31,0,0,100.0,-7,7,8,32,5,56,0,1,1,71,90,13,4,4,100
881,Bad,76,109,3,58,45,0,0,96.0,30,7,8,46,3,15,0,1,1,6,-8,8,1,1,33
882,Good,60,220,4,83,21,1,0,80.0,1,7,8,25,2,44,22,0,0,62,87,4,3,2,73
883,Bad,68,266,13,93,29,1,1,90.0,39,4,6,29,0,59,0,2,2,98,53,3,4,3,88
884,Good,66,221,9,85,32,1,1,94.0,43,4,4,33,2,30,1,2,2,58,25,14,3,6,94
885,Bad,56,162,2,38,30,1,1,100.0,-7,7,8,32,4,28,0,5,5,58,75,16,3,4,86
886,Good,67,64,1,26,18,0,0,,-7,6,6,19,6,53,-7,0,0,55,75,5,7,1,92
887,Good,88,154,11,69,9,0,0,,-7,4,6,22,1,67,10,1,1,2,70,1,3,0,80
888,Bad,93,425,63,179,6,0,0,,-7,4,5,6,0,33,0,0,0,0,-8,0,-8,-8,0
889,Bad,84,295,2,82,34,0,0,,-7,6,6,37,4,22,3,1,1,4,-8,2,1,0,30
890,Good,84,184,4,98,22,0,0,,-7,6,5,23,1,57,0,3,2,6,-8,2,-8,0,50
891,Bad,86,321,20,96,15,0,0,,-7,6,6,16,0,47,-8,0,0,16,59,3,2,0,63
892,Good,63,148,4,71,13,0,0,92.0,43,6,7,13,1,54,3,1,1,92,70,3,3,2,100
894,Bad,63,65,2,40,12,3,2,82.0,8,6,3,18,3,76,0,3,3,3,100,2,3,0,83
895,Bad,81,271,10,59,20,0,0,100.0,-7,7,8,18,1,25,0,1,1,0,67,1,2,0,23
896,Bad,66,145,1,68,33,0,0,,-7,4,6,52,6,36,-7,0,0,91,75,9,7,6,100
897,Bad,89,284,21,92,16,0,0,,-7,3,5,16,0,25,11,0,0,9,71,2,2,0,57
898,Bad,70,108,2,51,45,0,0,98.0,10,3,5,49,7,65,7,0,0,23,82,2,3,0,50
899,Bad,87,308,3,90,27,0,0,97.0,-7,6,6,30,1,40,-8,0,0,19,62,5,3,0,67
900,Good,69,216,36,82,15,1,1,93.0,24,7,8,15,0,33,-8,0,0,51,-8,8,1,0,100
901,Bad,81,327,2,116,40,0,0,100.0,-7,7,8,5,4,15,1,2,2,7,88,5,3,1,42
902,Bad,74,24,5,18,4,0,0,100.0,-7,7,8,4,1,50,21,0,0,35,-8,1,1,-8,100
905,Bad,72,110,7,63,12,1,1,92.0,52,6,8,13,1,54,0,3,3,0,-8,0,1,-8,25
906,Bad,68,130,5,72,16,1,0,89.0,5,6,6,21,1,47,-7,1,1,35,-8,3,-8,0,43
907,Good,70,137,7,51,27,0,0,93.0,12,7,8,27,3,30,0,1,1,43,-8,6,2,3,53
908,Good,68,223,4,81,25,3,1,76.0,12,7,8,29,5,28,15,0,0,33,96,4,3,1,50
909,Good,68,205,27,104,40,3,1,89.0,12,6,6,46,0,70,-8,0,0,55,84,3,5,1,90
910,Bad,75,191,3,71,25,0,0,,-7,0,6,26,4,42,10,0,0,66,86,6,2,1,73
911,Bad,66,113,2,65,21,1,0,96.0,31,4,6,23,2,35,6,0,0,66,96,6,5,3,86
912,Bad,77,170,10,84,25,0,0,,-7,2,4,26,1,12,-7,2,2,58,46,3,1,2,50
913,Good,84,362,11,114,33,0,0,97.0,25,6,2,35,1,40,0,3,3,1,89,2,2,0,36
914,Good,78,266,13,95,16,0,0,100.0,-7,7,8,16,0,56,0,2,2,51,90,4,2,1,100
915,Good,75,367,1,118,57,0,0,95.0,28,6,6,58,3,24,-8,0,0,5,44,4,4,0,41
916,Good,90,230,13,73,11,0,0,100.0,-7,7,8,13,0,62,0,0,0,1,71,1,4,0,71
917,Good,73,333,1,102,25,0,0,96.0,16,4,6,27,4,26,0,5,5,37,3,3,3,-8,67
918,Bad,88,156,17,140,5,0,0,,-7,6,6,5,0,20,-7,0,0,20,-8,2,1,0,75
919,Bad,59,120,7,32,7,1,1,86.0,5,6,4,24,2,57,-7,1,1,42,95,1,2,0,100
920,Good,81,306,2,130,32,0,0,100.0,-7,7,8,34,1,35,1,2,2,8,99,3,2,1,35
921,Bad,76,177,30,80,13,0,0,85.0,26,6,5,13,0,54,0,1,1,42,-8,2,1,0,60
922,Bad,69,39,4,23,7,1,0,88.0,14,7,8,8,2,13,0,8,8,19,-8,3,-8,0,50
923,Bad,82,186,3,85,19,0,0,,-7,6,5,22,4,27,3,3,3,34,-8,3,1,0,50
924,Good,64,212,6,76,7,5,4,64.0,10,7,8,11,2,55,8,0,0,56,86,1,2,0,75
925,Bad,77,221,17,93,46,0,0,,-7,4,6,51,0,36,17,0,0,41,-8,8,1,2,75
926,Good,64,170,8,63,16,2,2,79.0,13,7,8,20,1,53,0,0,0,27,57,2,4,-8,100
927,Bad,64,45,1,19,10,0,0,,-7,4,6,11,3,18,0,1,1,77,93,6,2,2,100
928,Bad,56,91,16,54,4,6,2,27.0,12,0,2,11,0,55,0,8,8,104,86,2,1,1,100
929,Bad,79,203,4,95,28,1,0,91.0,41,7,8,16,2,28,3,1,1,1,-8,3,1,0,40
930,Bad,54,113,2,36,37,0,0,97.0,8,6,6,38,6,50,0,9,9,59,94,4,5,1,69
931,Good,88,109,62,87,8,0,0,,-7,4,5,8,0,50,-8,0,0,0,3,0,1,0,50
932,Bad,77,366,15,93,29,0,0,93.0,30,6,6,30,0,37,0,0,0,20,54,6,3,0,56
933,Good,74,305,3,146,17,1,1,94.0,4,6,2,8,2,17,10,0,0,1,46,2,2,0,31
934,Bad,71,152,4,68,36,0,0,100.0,-7,6,8,38,4,44,4,2,2,57,88,6,3,1,82
935,Bad,73,317,1,92,34,0,0,100.0,-7,7,8,36,3,17,0,7,7,24,80,5,2,1,50
936,Good,61,183,7,76,8,2,2,80.0,1,7,8,12,2,33,0,0,0,0,-8,1,1,0,50
937,Good,88,190,6,65,20,0,0,100.0,-7,9,8,21,1,14,5,1,1,0,50,4,2,0,46
938,Good,65,174,3,63,15,1,0,81.0,1,7,8,16,5,50,0,4,4,32,66,3,4,0,64
939,Good,65,125,5,54,28,1,1,90.0,6,7,8,31,2,58,0,0,0,51,62,4,5,1,75
940,Good,83,175,26,69,16,0,0,100.0,-7,7,8,16,0,38,0,1,1,4,43,2,2,0,40
941,Bad,84,170,25,87,10,0,0,,-7,6,6,10,0,50,0,2,2,10,-8,2,-8,0,67
942,Bad,57,164,8,66,34,19,19,94.0,28,7,8,35,1,34,-7,0,0,14,68,4,6,0,77
943,Bad,57,164,5,74,30,1,1,90.0,7,4,3,35,1,57,0,5,4,64,75,6,4,2,92
944,Good,76,163,15,66,47,0,0,100.0,-7,7,8,47,0,21,0,4,4,9,82,5,6,1,58
945,Bad,75,254,4,60,9,0,0,100.0,-7,7,8,9,2,44,0,1,1,60,95,2,2,0,80
946,Good,66,131,13,83,4,4,4,67.0,67,7,8,41,0,33,-7,0,0,67,-8,2,1,0,100
947,Bad,83,97,7,57,17,0,0,,-7,4,6,17,1,24,-7,0,0,19,85,3,3,0,60
948,Good,56,368,10,44,25,0,0,92.0,4,6,7,40,1,16,9,0,0,41,74,10,3,2,65
